settlement_id,txn_ref,settle_date,gross_usd,interchange,scheme_fee,net_usd
STL000056,TXN000056,2026-06-12,9.8,0.36,0.01,9.43
STL047639,TXN047639,2026-06-11,122.6,2.74,1.35,118.51
STL024201,TXN024201,2026-06-03,53.08,0.98,0.07,52.03
STL014149,TXN014149,2026-06-12,146.05,2.51,0.2,143.34
STL011203,TXN011203,2026-06-14,13.97,0.33,0.02,13.62
STL004040,TXN004040,2026-06-07,106.06,1.27,0.13,104.66
STL032773,TXN032773,2026-06-10,587.48,11.56,0.82,575.1
STL011440,TXN011440,2026-06-12,245.05,4.14,0.34,240.57
STL023037,TXN023037,2026-06-12,199.93,2.31,0.26,197.36
STL000788,TXN000788,2026-06-12,588.11,11.57,0.82,575.72
STL030778,TXN030778,2026-06-13,223.58,4.46,0.31,218.81
STL025945,TXN025945,2026-06-08,578.13,11.37,0.81,565.95
STL015709,TXN015709,2026-06-10,506.38,9.97,0.71,495.7
STL039908,TXN039908,2026-06-15,445.14,7.44,0.62,437.08
STL047107,TXN047107,2026-06-02,244.72,4.87,0.34,239.51
STL042524,TXN042524,2026-06-13,67.9,0.92,0.09,66.89
STL030134,TXN030134,2026-06-09,595.2,11.71,0.83,582.66
STL032865,TXN032865,2026-06-11,107.81,1.34,0.14,106.33
STL042374,TXN042374,2026-06-09,349.16,7.61,3.84,337.71
STL017475,TXN017475,2026-06-13,414.6,8.18,0.58,405.84
STL026991,TXN026991,2026-06-06,201.95,2.33,0.26,199.36
STL025471,TXN025471,2026-06-15,150.62,2.59,0.21,147.82
STL036762,TXN036762,2026-06-04,226.31,3.83,0.32,222.16
STL007187,TXN007187,2026-06-05,51.22,0.75,0.07,50.4
STL044182,TXN044182,2026-06-07,167.19,1.97,0.22,165.0
STL007682,TXN007682,2026-06-08,79.98,1.34,0.1,78.54
STL024142,TXN024142,2026-06-04,83.67,1.48,0.12,82.07
STL017534,TXN017534,2026-06-05,545.12,10.73,0.76,533.63
STL039395,TXN039395,2026-06-10,76.06,1.01,0.1,74.95
STL044121,TXN044121,2026-06-08,55.98,1.19,0.08,54.71
STL005155,TXN005155,2026-06-09,240.27,3.58,0.31,236.38
STL029516,TXN029516,2026-06-09,294.86,4.35,0.38,290.13
STL043245,TXN043245,2026-06-11,25.88,0.48,0.03,25.37
STL017610,TXN017610,2026-06-09,423.53,8.36,0.59,414.58
STL023680,TXN023680,2026-06-14,34.21,0.7,0.04,33.47
STL026832,TXN026832,2026-06-15,160.43,1.89,0.21,158.33
STL042926,TXN042926,2026-06-08,66.44,0.91,0.09,65.44
STL030943,TXN030943,2026-06-13,196.79,2.28,0.26,194.25
STL025068,TXN025068,2026-06-07,278.17,4.11,0.36,273.7
STL014944,TXN014944,2026-06-06,136.51,1.64,0.18,134.69
STL011021,TXN011021,2026-06-03,512.96,10.1,0.72,502.14
STL032421,TXN032421,2026-06-10,771.96,16.7,8.49,746.77
STL045385,TXN045385,2026-06-02,177.82,2.08,0.23,175.51
STL002036,TXN002036,2026-06-08,119.4,1.89,0.16,117.35
STL020098,TXN020098,2026-06-09,57.67,1.05,0.08,56.54
STL034795,TXN034795,2026-06-03,357.96,7.08,0.5,350.38
STL019362,TXN019362,2026-06-13,98.23,1.24,0.13,96.86
STL011810,TXN011810,2026-06-06,417.48,6.99,0.58,409.91
STL032343,TXN032343,2026-06-14,461.07,7.71,0.65,452.71
STL003710,TXN003710,2026-06-03,169.97,1.99,0.22,167.76
STL044415,TXN044415,2026-06-07,290.7,4.9,0.41,285.39
STL036141,TXN036141,2026-06-02,217.42,3.1,0.28,214.04
STL034134,TXN034134,2026-06-06,248.09,4.94,0.35,242.8
STL031930,TXN031930,2026-06-08,337.64,5.67,0.47,331.5
STL035287,TXN035287,2026-06-08,182.2,2.12,0.24,179.84
STL000656,TXN000656,2026-06-15,156.95,1.86,0.2,154.89
STL042483,TXN042483,2026-06-05,70.25,0.95,0.09,69.21
STL012067,TXN012067,2026-06-05,112.92,1.4,0.15,111.37
STL014415,TXN014415,2026-06-04,115.17,1.83,0.15,113.19
STL002825,TXN002825,2026-06-06,214.36,2.46,0.28,211.62
STL004698,TXN004698,2026-06-11,605.53,11.91,0.85,592.77
STL045528,TXN045528,2026-06-06,360.41,7.13,0.5,352.78
STL046699,TXN046699,2026-06-06,88.41,1.56,0.12,86.73
STL008243,TXN008243,2026-06-04,493.44,10.71,5.43,477.3
STL017129,TXN017129,2026-06-04,90.13,1.16,0.12,88.85
STL006032,TXN006032,2026-06-03,29.18,0.52,0.04,28.62
STL019334,TXN019334,2026-06-15,89.55,1.15,0.12,88.28
STL014479,TXN014479,2026-06-15,330.49,7.21,3.64,319.64
STL026225,TXN026225,2026-06-09,426.12,7.13,0.6,418.39
STL047783,TXN047783,2026-06-08,133.17,2.3,0.19,130.68
STL010392,TXN010392,2026-06-04,353.14,5.93,0.49,346.72
STL023824,TXN023824,2026-06-04,34.78,0.78,0.05,33.95
STL029025,TXN029025,2026-06-13,133.21,1.61,0.17,131.43
STL041050,TXN041050,2026-06-03,217.72,4.76,0.3,212.66
STL005870,TXN005870,2026-06-07,82.97,1.08,0.11,81.78
STL029619,TXN029619,2026-06-10,104.9,1.31,0.14,103.45
STL000512,TXN000512,2026-06-09,428.9,7.18,0.6,421.12
STL028969,TXN028969,2026-06-13,252.65,5.03,0.35,247.27
STL021210,TXN021210,2026-06-11,184.33,3.69,0.26,180.38
STL010947,TXN010947,2026-06-04,210.35,4.62,2.31,203.42
STL006852,TXN006852,2026-06-14,298.68,4.4,0.39,293.89
STL046276,TXN046276,2026-06-09,318.58,5.36,0.45,312.77
STL001726,TXN001726,2026-06-13,54.3,1.27,0.6,52.43
STL009209,TXN009209,2026-06-07,462.56,7.73,0.65,454.18
STL016163,TXN016163,2026-06-13,51.88,1.22,0.57,50.09
STL046755,TXN046755,2026-06-08,25.06,0.47,0.03,24.56
STL020551,TXN020551,2026-06-14,130.57,2.05,0.17,128.35
STL027654,TXN027654,2026-06-12,359.74,6.04,0.5,353.2
STL042441,TXN042441,2026-06-07,131.97,1.6,0.17,130.2
STL030906,TXN030906,2026-06-06,241.38,4.08,0.34,236.96
STL042472,TXN042472,2026-06-14,174.63,2.04,0.23,172.36
STL031116,TXN031116,2026-06-10,95.65,1.21,0.12,94.32
STL041979,TXN041979,2026-06-09,100.33,1.62,0.13,98.58
STL023854,TXN023854,2026-06-15,19.35,0.41,0.03,18.91
STL018651,TXN018651,2026-06-10,435.59,7.29,0.61,427.69
STL008200,TXN008200,2026-06-02,93.32,1.92,0.13,91.27
STL046552,TXN046552,2026-06-07,198.3,3.97,0.28,194.05
STL037921,TXN037921,2026-06-03,162.52,3.27,0.23,159.02
STL014865,TXN014865,2026-06-03,121.75,2.47,0.17,119.11
STL027210,TXN027210,2026-06-15,299.25,5.04,0.42,293.79
STL041260,TXN041260,2026-06-05,163.83,1.93,0.21,161.69
STL016062,TXN016062,2026-06-07,130.88,2.91,1.44,126.53
STL038730,TXN038730,2026-06-12,768.92,16.63,8.46,743.83
STL025127,TXN025127,2026-06-09,502.41,10.9,5.53,485.98
STL032784,TXN032784,2026-06-12,96.65,1.57,0.13,94.95
STL047789,TXN047789,2026-06-13,74.67,0.99,0.1,73.58
STL010610,TXN010610,2026-06-10,115.51,1.42,0.15,113.94
STL019027,TXN019027,2026-06-13,345.08,5.79,0.48,338.81
STL042999,TXN042999,2026-06-13,20.16,0.5,0.03,19.63
STL046562,TXN046562,2026-06-11,197.6,2.28,0.26,195.06
STL041783,TXN041783,2026-06-09,183.83,3.13,0.26,180.44
STL006206,TXN006206,2026-06-06,156.46,2.41,0.2,153.85
STL040454,TXN040454,2026-06-09,89.72,1.15,0.12,88.45
STL043104,TXN043104,2026-06-07,55.39,0.79,0.07,54.53
STL006539,TXN006539,2026-06-08,144.36,1.73,0.19,142.44
STL029812,TXN029812,2026-06-12,207.23,2.39,0.27,204.57
STL006525,TXN006525,2026-06-10,185.98,2.82,0.24,182.92
STL012229,TXN012229,2026-06-05,201.13,4.02,0.28,196.83
STL004015,TXN004015,2026-06-11,445.13,8.78,0.62,435.73
STL034186,TXN034186,2026-06-09,228.2,3.87,0.32,224.01
STL004133,TXN004133,2026-06-09,87.43,1.54,0.12,85.77
STL044637,TXN044637,2026-06-10,191.03,2.22,0.25,188.56
STL020426,TXN020426,2026-06-14,205.12,3.09,0.27,201.76
STL007341,TXN007341,2026-06-11,82.68,1.46,0.12,81.1
STL003237,TXN003237,2026-06-15,123.18,2.5,0.17,120.51
STL009580,TXN009580,2026-06-05,122.12,2.48,0.17,119.47
STL045915,TXN045915,2026-06-10,51.53,0.75,0.07,50.71
STL031638,TXN031638,2026-06-04,574.22,11.3,0.8,562.12
STL003058,TXN003058,2026-06-14,304.39,5.12,0.43,298.84
STL003402,TXN003402,2026-06-13,82.87,1.47,0.12,81.28
STL003798,TXN003798,2026-06-09,60.56,0.85,0.08,59.63
STL044674,TXN044674,2026-06-10,38.79,0.62,0.05,38.12
STL039100,TXN039100,2026-06-11,422.13,8.33,0.59,413.21
STL019132,TXN019132,2026-06-05,123.07,2.75,1.35,118.97
STL027981,TXN027981,2026-06-12,151.06,1.8,0.2,149.06
STL046726,TXN046726,2026-06-14,48.23,0.72,0.06,47.45
STL022314,TXN022314,2026-06-07,94.96,1.67,0.13,93.16
STL026222,TXN026222,2026-06-09,132.1,1.6,0.17,130.33
STL028606,TXN028606,2026-06-09,115.13,2.0,0.16,112.97
STL035393,TXN035393,2026-06-07,93.95,1.93,0.13,91.89
STL044311,TXN044311,2026-06-13,92.19,1.18,0.12,90.89
STL012770,TXN012770,2026-06-11,123.86,1.51,0.16,122.19
STL013214,TXN013214,2026-06-14,50.64,0.74,0.07,49.83
STL019284,TXN019284,2026-06-15,18.09,0.4,0.03,17.66
STL002173,TXN002173,2026-06-10,551.2,10.85,0.77,539.58
STL004950,TXN004950,2026-06-13,349.56,6.92,0.49,342.15
STL020693,TXN020693,2026-06-07,245.14,4.88,0.34,239.92
STL026428,TXN026428,2026-06-14,290.05,4.89,0.41,284.75
STL045308,TXN045308,2026-06-11,134.75,2.32,0.19,132.24
STL002560,TXN002560,2026-06-11,12.59,0.34,0.02,12.23
STL031734,TXN031734,2026-06-09,553.6,12.0,6.09,535.51
STL036470,TXN036470,2026-06-07,119.75,1.47,0.16,118.12
STL048320,TXN048320,2026-06-12,166.72,1.96,0.22,164.54
STL027610,TXN027610,2026-06-15,194.53,2.94,0.25,191.34
STL010749,TXN010749,2026-06-02,264.27,4.46,0.37,259.44
STL022622,TXN022622,2026-06-03,68.43,0.93,0.09,67.41
STL001664,TXN001664,2026-06-03,152.61,1.81,0.2,150.6
STL013056,TXN013056,2026-06-06,135.42,1.63,0.18,133.61
STL025518,TXN025518,2026-06-07,89.86,0.88,0.08,88.9
STL042728,TXN042728,2026-06-07,64.85,0.89,0.08,63.88
STL017001,TXN017001,2026-06-05,298.71,5.92,0.42,292.37
STL006559,TXN006559,2026-06-02,183.54,2.14,0.24,181.16
STL047977,TXN047977,2026-06-12,27.65,0.5,0.04,27.11
STL008257,TXN008257,2026-06-13,176.21,2.06,0.23,173.92
STL008108,TXN008108,2026-06-04,241.39,4.08,0.34,236.97
STL010304,TXN010304,2026-06-11,102.48,1.29,0.13,101.06
STL001484,TXN001484,2026-06-13,13.02,0.35,0.02,12.65
STL010164,TXN010164,2026-06-08,48.01,0.71,0.06,47.24
STL030745,TXN030745,2026-06-15,294.4,4.96,0.41,289.03
STL028189,TXN028189,2026-06-14,53.17,1.14,0.07,51.96
STL040825,TXN040825,2026-06-09,353.93,5.94,0.5,347.49
STL049650,TXN049650,2026-06-10,95.48,1.96,0.13,93.39
STL042081,TXN042081,2026-06-14,127.37,2.2,0.18,124.99
STL008933,TXN008933,2026-06-13,273.33,5.43,0.38,267.52
STL013309,TXN013309,2026-06-08,261.21,4.41,0.37,256.43
STL013140,TXN013140,2026-06-09,620.52,13.44,6.83,600.25
STL043293,TXN043293,2026-06-04,101.64,2.29,1.12,98.23
STL005192,TXN005192,2026-06-12,97.3,1.71,0.14,95.45
STL040620,TXN040620,2026-06-07,512.31,10.09,0.72,501.5
STL022810,TXN022810,2026-06-04,380.87,6.38,0.53,373.96
STL049488,TXN049488,2026-06-14,180.55,2.11,0.23,178.21
STL047862,TXN047862,2026-06-02,44.59,0.84,0.06,43.69
STL014396,TXN014396,2026-06-11,476.17,9.39,0.67,466.11
STL013674,TXN013674,2026-06-10,166.45,3.35,0.23,162.87
STL013323,TXN013323,2026-06-15,763.35,16.51,8.4,738.44
STL043328,TXN043328,2026-06-04,34.83,0.78,0.05,34.0
STL039109,TXN039109,2026-06-02,78.1,1.03,0.1,76.97
STL035144,TXN035144,2026-06-07,259.0,3.85,0.34,254.81
STL025503,TXN025503,2026-06-08,26.88,0.49,0.03,26.36
STL026160,TXN026160,2026-06-05,34.68,0.67,0.05,33.96
STL033713,TXN033713,2026-06-03,315.15,6.25,0.44,308.46
STL000699,TXN000699,2026-06-15,114.11,1.41,0.15,112.55
STL026490,TXN026490,2026-06-10,446.84,7.47,0.63,438.74
STL040051,TXN040051,2026-06-05,101.87,1.28,0.13,100.46
STL041614,TXN041614,2026-06-05,16.8,0.39,0.02,16.39
STL005683,TXN005683,2026-06-14,201.6,2.33,0.26,199.01
STL022511,TXN022511,2026-06-07,637.58,12.53,0.89,624.16
STL005598,TXN005598,2026-06-06,168.56,3.39,0.24,164.93
STL040828,TXN040828,2026-06-11,285.58,4.81,0.4,280.37
STL026842,TXN026842,2026-06-13,596.2,12.92,6.56,576.72
STL026168,TXN026168,2026-06-09,177.08,3.55,0.25,173.28
STL045772,TXN045772,2026-06-12,540.49,10.64,0.76,529.09
STL024657,TXN024657,2026-06-05,148.44,2.3,0.19,145.95
STL036576,TXN036576,2026-06-05,222.11,4.43,0.31,217.37
STL031927,TXN031927,2026-06-06,223.96,4.47,0.31,219.18
STL003218,TXN003218,2026-06-06,552.78,10.88,0.77,541.13
STL046114,TXN046114,2026-06-10,454.64,8.97,0.64,445.03
STL025685,TXN025685,2026-06-08,25.14,0.47,0.03,24.64
STL018293,TXN018293,2026-06-02,332.97,5.59,0.47,326.91
STL011830,TXN011830,2026-06-09,186.37,3.18,0.26,182.93
STL015545,TXN015545,2026-06-12,388.72,6.51,0.54,381.67
STL002999,TXN002999,2026-06-03,18.38,0.4,0.02,17.96
STL031413,TXN031413,2026-06-03,141.81,1.7,0.18,139.93
STL002128,TXN002128,2026-06-02,191.2,2.22,0.25,188.73
STL005016,TXN005016,2026-06-11,145.61,2.26,0.19,143.16
STL013228,TXN013228,2026-06-05,160.45,2.75,0.22,157.48
STL048202,TXN048202,2026-06-13,406.82,8.03,0.57,398.22
STL008137,TXN008137,2026-06-10,605.05,13.11,6.66,585.28
STL018199,TXN018199,2026-06-04,279.55,5.55,0.39,273.61
STL049332,TXN049332,2026-06-06,172.08,2.94,0.24,168.9
STL029453,TXN029453,2026-06-04,163.82,3.62,1.8,158.4
STL028741,TXN028741,2026-06-12,81.39,1.06,0.11,80.22
STL024418,TXN024418,2026-06-13,202.43,3.44,0.28,198.71
STL044206,TXN044206,2026-06-15,208.04,2.39,0.27,205.38
STL018904,TXN018904,2026-06-09,121.22,2.1,0.17,118.95
STL023490,TXN023490,2026-06-12,74.91,1.34,0.1,73.47
STL041930,TXN041930,2026-06-15,253.14,4.28,0.35,248.51
STL028750,TXN028750,2026-06-10,171.73,2.01,0.22,169.5
STL022675,TXN022675,2026-06-10,192.24,2.23,0.25,189.76
STL035326,TXN035326,2026-06-12,47.98,0.71,0.06,47.21
STL045098,TXN045098,2026-06-07,235.55,3.99,0.33,231.23
STL032563,TXN032563,2026-06-09,267.04,4.51,0.37,262.16
STL027808,TXN027808,2026-06-09,180.44,2.1,0.23,178.11
STL021920,TXN021920,2026-06-14,110.01,2.25,0.15,107.61
STL042906,TXN042906,2026-06-06,46.51,0.7,0.06,45.75
STL014823,TXN014823,2026-06-07,19.74,0.42,0.03,19.29
STL003890,TXN003890,2026-06-03,474.98,7.94,0.66,466.38
STL008320,TXN008320,2026-06-07,181.29,2.11,0.24,178.94
STL049214,TXN049214,2026-06-11,411.52,6.89,0.58,404.05
STL021740,TXN021740,2026-06-04,160.74,1.9,0.21,158.63
STL016019,TXN016019,2026-06-08,132.36,1.6,0.17,130.59
STL049436,TXN049436,2026-06-09,286.28,4.82,0.4,281.06
STL034945,TXN034945,2026-06-11,69.97,0.94,0.09,68.94
STL042404,TXN042404,2026-06-13,247.17,4.18,0.35,242.64
STL024060,TXN024060,2026-06-09,158.64,1.88,0.21,156.55
STL021093,TXN021093,2026-06-08,351.07,7.89,0.49,342.69
STL029130,TXN029130,2026-06-14,303.54,6.63,3.34,293.57
STL008011,TXN008011,2026-06-07,230.21,4.59,0.32,225.3
STL010974,TXN010974,2026-06-03,206.9,2.38,0.27,204.25
STL005082,TXN005082,2026-06-13,464.58,7.77,0.65,456.16
STL039947,TXN039947,2026-06-09,191.01,3.25,0.27,187.49
STL045142,TXN045142,2026-06-08,517.29,11.22,5.69,500.38
STL013760,TXN013760,2026-06-08,372.21,6.24,0.52,365.45
STL044801,TXN044801,2026-06-13,391.41,6.56,0.55,384.3
STL040870,TXN040870,2026-06-13,50.94,0.94,0.07,49.93
STL047375,TXN047375,2026-06-15,96.41,1.22,0.13,95.06
STL006364,TXN006364,2026-06-02,47.76,0.89,0.07,46.8
STL038150,TXN038150,2026-06-02,273.82,5.99,3.01,264.82
STL004380,TXN004380,2026-06-02,427.58,9.29,4.7,413.59
STL026003,TXN026003,2026-06-06,458.05,9.03,0.64,448.38
STL003144,TXN003144,2026-06-07,109.95,1.36,0.14,108.45
STL037131,TXN037131,2026-06-06,13.71,0.35,0.02,13.34
STL036142,TXN036142,2026-06-14,32.54,0.55,0.04,31.95
STL019488,TXN019488,2026-06-15,61.16,0.85,0.08,60.23
STL047793,TXN047793,2026-06-12,477.09,7.97,0.67,468.45
STL039008,TXN039008,2026-06-12,307.86,6.1,0.43,301.33
STL023447,TXN023447,2026-06-07,212.49,4.24,0.3,207.95
STL028514,TXN028514,2026-06-07,103.06,1.29,0.13,101.64
STL011073,TXN011073,2026-06-06,27.55,0.5,0.04,27.01
STL049988,TXN049988,2026-06-13,63.74,1.15,0.09,62.5
STL048874,TXN048874,2026-06-04,59.0,1.07,0.08,57.85
STL035987,TXN035987,2026-06-10,210.82,2.42,0.27,208.13
STL049968,TXN049968,2026-06-02,199.72,2.31,0.26,197.15
STL031900,TXN031900,2026-06-09,24.59,0.56,0.03,24.0
STL032585,TXN032585,2026-06-06,106.57,1.71,0.14,104.72
STL045384,TXN045384,2026-06-13,214.45,4.28,0.3,209.87
STL031926,TXN031926,2026-06-02,23.63,0.46,0.03,23.14
STL018492,TXN018492,2026-06-09,106.75,1.33,0.14,105.28
STL036985,TXN036985,2026-06-14,278.96,5.54,0.39,273.03
STL014599,TXN014599,2026-06-12,459.46,9.06,0.64,449.76
STL001498,TXN001498,2026-06-10,361.46,6.06,0.51,354.89
STL023418,TXN023418,2026-06-04,277.0,4.67,0.39,271.94
STL040108,TXN040108,2026-06-06,516.17,10.17,0.72,505.28
STL012283,TXN012283,2026-06-12,178.37,2.08,0.23,176.06
STL040399,TXN040399,2026-06-14,217.37,2.49,0.28,214.6
STL026077,TXN026077,2026-06-14,182.2,2.12,0.24,179.84
STL041890,TXN041890,2026-06-11,341.09,5.73,0.48,334.88
STL047077,TXN047077,2026-06-08,68.24,1.23,0.1,66.91
STL008408,TXN008408,2026-06-03,728.79,15.77,8.02,705.0
STL009072,TXN009072,2026-06-03,197.66,3.95,0.28,193.43
STL034913,TXN034913,2026-06-02,165.61,3.33,0.23,162.05
STL003120,TXN003120,2026-06-06,97.72,1.2,0.12,96.4
STL040299,TXN040299,2026-06-06,67.59,1.22,0.09,66.28
STL004409,TXN004409,2026-06-03,361.32,6.06,0.51,354.75
STL049560,TXN049560,2026-06-05,40.24,0.63,0.05,39.56
STL020949,TXN020949,2026-06-04,812.77,17.57,8.94,786.26
STL003091,TXN003091,2026-06-08,562.9,11.08,0.79,551.03
STL049262,TXN049262,2026-06-02,200.51,2.32,0.26,197.93
STL016156,TXN016156,2026-06-09,40.44,0.63,0.05,39.76
STL010243,TXN010243,2026-06-09,351.33,5.9,0.49,344.94
STL019795,TXN019795,2026-06-14,215.39,3.65,0.3,211.44
STL049403,TXN049403,2026-06-05,177.93,2.71,0.23,174.99
STL023040,TXN023040,2026-06-03,423.06,8.35,0.59,414.12
STL027822,TXN027822,2026-06-12,576.1,11.33,0.81,563.96
STL039991,TXN039991,2026-06-10,99.42,1.25,0.13,98.04
STL032577,TXN032577,2026-06-05,97.32,1.71,0.14,95.47
STL020384,TXN020384,2026-06-03,194.06,2.25,0.25,191.56
STL022222,TXN022222,2026-06-02,78.0,1.62,0.11,76.27
STL049064,TXN049064,2026-06-04,46.9,0.7,0.06,46.14
STL010622,TXN010622,2026-06-04,32.9,0.56,0.04,32.3
STL024866,TXN024866,2026-06-14,48.19,0.89,0.06,47.24
STL027608,TXN027608,2026-06-10,159.92,1.89,0.21,157.82
STL035542,TXN035542,2026-06-04,68.29,1.23,0.1,66.96
STL015647,TXN015647,2026-06-02,79.44,1.04,0.1,78.3
STL046875,TXN046875,2026-06-14,279.97,5.56,0.39,274.02
STL044936,TXN044936,2026-06-15,45.96,0.86,0.06,45.04
STL019380,TXN019380,2026-06-06,58.59,1.24,0.08,57.27
STL006191,TXN006191,2026-06-14,61.46,1.11,0.09,60.26
STL010823,TXN010823,2026-06-13,19.96,0.42,0.03,19.51
STL023012,TXN023012,2026-06-06,415.58,6.96,0.58,408.04
STL041045,TXN041045,2026-06-08,90.87,1.16,0.12,89.59
STL016331,TXN016331,2026-06-03,187.16,2.18,0.24,184.74
STL013296,TXN013296,2026-06-13,278.65,4.7,0.39,273.56
STL030935,TXN030935,2026-06-09,47.61,0.71,0.06,46.84
STL040740,TXN040740,2026-06-10,470.33,7.86,0.66,461.81
STL015846,TXN015846,2026-06-13,97.86,1.24,0.13,96.49
STL035928,TXN035928,2026-06-07,23.4,0.46,0.03,22.91
STL022083,TXN022083,2026-06-11,112.96,1.8,0.15,111.01
STL010645,TXN010645,2026-06-05,73.66,0.98,0.1,72.58
STL023134,TXN023134,2026-06-11,88.6,1.56,0.12,86.92
STL014608,TXN014608,2026-06-09,205.13,3.48,0.29,201.36
STL041315,TXN041315,2026-06-06,4.42,0.26,0.01,4.15
STL033789,TXN033789,2026-06-06,241.95,4.09,0.34,237.52
STL044055,TXN044055,2026-06-06,17.59,0.39,0.02,17.18
STL025281,TXN025281,2026-06-06,63.41,0.88,0.08,62.45
STL011377,TXN011377,2026-06-09,635.87,12.5,0.89,622.48
STL020066,TXN020066,2026-06-14,40.84,0.79,0.05,40.0
STL007338,TXN007338,2026-06-11,387.23,7.65,0.54,379.04
STL031214,TXN031214,2026-06-14,28.04,0.5,0.04,27.5
STL011068,TXN011068,2026-06-14,288.39,4.86,0.4,283.13
STL023672,TXN023672,2026-06-14,164.12,1.93,0.21,161.98
STL033249,TXN033249,2026-06-09,25.83,0.48,0.03,25.32
STL015825,TXN015825,2026-06-15,85.21,1.1,0.11,84.0
STL049924,TXN049924,2026-06-13,421.25,7.05,0.59,413.61
STL021533,TXN021533,2026-06-08,164.5,1.94,0.21,162.35
STL003295,TXN003295,2026-06-06,177.43,2.07,0.23,175.13
STL041735,TXN041735,2026-06-05,92.12,1.9,0.13,90.09
STL033801,TXN033801,2026-06-05,108.55,2.22,0.15,106.18
STL042167,TXN042167,2026-06-08,389.88,6.53,0.55,382.8
STL023562,TXN023562,2026-06-15,205.82,3.5,0.29,202.03
STL043008,TXN043008,2026-06-04,193.88,2.25,0.25,191.38
STL047070,TXN047070,2026-06-15,466.58,10.13,5.13,451.32
STL033948,TXN033948,2026-06-04,62.93,0.87,0.08,61.98
STL018413,TXN018413,2026-06-06,492.15,9.7,0.69,481.76
STL039600,TXN039600,2026-06-05,300.83,5.06,0.42,295.35
STL034914,TXN034914,2026-06-14,246.47,4.17,0.35,241.95
STL003564,TXN003564,2026-06-05,345.91,5.81,0.48,339.62
STL006341,TXN006341,2026-06-14,75.49,1.35,0.11,74.03
STL016906,TXN016906,2026-06-03,66.35,0.91,0.09,65.35
STL014628,TXN014628,2026-06-12,20.15,0.42,0.03,19.7
STL026068,TXN026068,2026-06-13,306.61,5.16,0.43,301.02
STL043604,TXN043604,2026-06-11,95.7,1.21,0.12,94.37
STL007566,TXN007566,2026-06-07,152.57,2.62,0.21,149.74
STL026134,TXN026134,2026-06-15,214.03,2.46,0.28,211.29
STL034058,TXN034058,2026-06-10,441.84,8.72,0.62,432.5
STL027710,TXN027710,2026-06-08,181.74,2.76,0.24,178.74
STL021453,TXN021453,2026-06-14,21.76,0.44,0.03,21.29
STL040325,TXN040325,2026-06-15,382.05,7.55,0.53,373.97
STL038142,TXN038142,2026-06-13,226.65,3.84,0.32,222.49
STL031074,TXN031074,2026-06-05,148.25,1.77,0.19,146.29
STL014451,TXN014451,2026-06-06,45.02,0.68,0.06,44.28
STL004319,TXN004319,2026-06-11,166.19,1.95,0.22,164.02
STL046067,TXN046067,2026-06-11,40.64,0.77,0.06,39.81
STL040227,TXN040227,2026-06-02,388.88,7.68,0.54,380.66
STL048441,TXN048441,2026-06-07,146.9,2.28,0.19,144.43
STL037434,TXN037434,2026-06-11,675.46,14.62,7.43,653.41
STL027302,TXN027302,2026-06-12,92.73,1.18,0.12,91.43
STL048107,TXN048107,2026-06-02,102.69,1.29,0.13,101.27
STL027727,TXN027727,2026-06-03,438.96,8.66,0.61,429.69
STL008371,TXN008371,2026-06-05,113.45,1.4,0.15,111.9
STL027050,TXN027050,2026-06-15,53.81,0.78,0.07,52.96
STL009169,TXN009169,2026-06-13,34.53,0.77,0.05,33.71
STL011049,TXN011049,2026-06-10,198.91,2.3,0.26,196.35
STL049275,TXN049275,2026-06-07,878.65,18.99,9.67,849.99
STL038587,TXN038587,2026-06-02,74.07,0.99,0.1,72.98
STL035475,TXN035475,2026-06-05,199.33,2.3,0.26,196.77
STL049329,TXN049329,2026-06-11,137.19,1.65,0.18,135.36
STL045435,TXN045435,2026-06-02,176.21,2.06,0.23,173.92
STL049463,TXN049463,2026-06-08,63.18,1.33,0.09,61.76
STL043352,TXN043352,2026-06-10,550.99,10.84,0.77,539.38
STL000450,TXN000450,2026-06-14,126.89,1.54,0.16,125.19
STL044598,TXN044598,2026-06-09,202.33,2.33,0.26,199.74
STL022182,TXN022182,2026-06-13,43.39,0.67,0.06,42.66
STL004718,TXN004718,2026-06-12,36.07,0.59,0.05,35.43
STL049556,TXN049556,2026-06-10,182.5,2.13,0.24,180.13
STL036788,TXN036788,2026-06-14,84.15,1.4,0.11,82.64
STL005959,TXN005959,2026-06-11,176.56,2.06,0.23,174.27
STL015459,TXN015459,2026-06-10,211.61,2.43,0.28,208.9
STL002601,TXN002601,2026-06-08,266.76,4.5,0.37,261.89
STL016422,TXN016422,2026-06-07,149.44,3.01,0.21,146.22
STL006989,TXN006989,2026-06-13,315.26,6.25,0.44,308.57
STL031709,TXN031709,2026-06-04,95.61,1.21,0.12,94.28
STL030481,TXN030481,2026-06-06,304.66,5.13,0.43,299.1
STL023665,TXN023665,2026-06-12,114.37,1.82,0.15,112.4
STL036630,TXN036630,2026-06-12,202.96,2.34,0.26,200.36
STL045437,TXN045437,2026-06-05,204.8,3.48,0.29,201.03
STL014328,TXN014328,2026-06-10,405.44,6.79,0.57,398.08
