expense_id,employee_id,department,expense_type,expense_date,amount,cabin_class
TE011574,E206,engineering,lodging,2026-04-17,341.85,
TE010401,E185,sales,software,2026-05-08,22.14,
TE006149,E110,customer_success,meals,2026-04-09,27.22,
TE019090,E345,sales,rideshare,2026-02-21,46.56,
TE014054,E252,engineering,software,2025-07-03,139.7,
TE014545,E261,customer_success,meals,2026-06-21,55.39,
TE000470,E009,marketing,airfare,2026-04-05,967.85,economy
TE020920,E372,sales,meals,2026-06-04,59.72,
TE020070,E359,g_and_a,meals,2025-09-13,20.39,
TE021191,E377,engineering,conference,2026-03-05,644.32,
TE015863,E281,customer_success,meals,2025-08-17,28.48,
TE000271,E006,sales,meals,2026-04-12,22.35,
TE020374,E363,g_and_a,airfare,2026-01-13,1253.54,economy
TE000816,E015,engineering,airfare,2026-05-28,214.9,economy
TE009903,E177,engineering,meals,2025-07-02,47.4,
TE014305,E255,customer_success,meals,2025-08-23,68.28,
TE008079,E146,customer_success,rideshare,2025-11-14,65.35,
TE020826,E371,marketing,meals,2026-01-30,40.73,
TE017377,E312,engineering,conference,2025-12-30,237.34,
TE002052,E037,sales,meals,2026-06-12,38.76,
TE004248,E076,g_and_a,software,2026-05-13,42.19,
TE021392,E100,customer_success,meals,2025-07-21,123.57,
TE011742,E209,marketing,rideshare,2026-01-10,55.5,
TE020979,E373,engineering,airfare,2025-12-29,311.75,economy
TE017741,E319,g_and_a,meals,2026-06-13,60.26,
TE015479,E277,marketing,rideshare,2026-02-01,61.43,
TE020478,E365,customer_success,meals,2026-06-03,56.48,
TE015318,E274,engineering,rideshare,2026-02-04,84.09,
TE011782,E209,marketing,rideshare,2025-09-23,75.95,
TE008541,E154,marketing,meals,2025-12-01,25.64,
TE013463,E242,customer_success,meals,2025-11-04,45.92,
TE000176,E004,customer_success,meals,2025-07-09,24.8,
TE019757,E355,engineering,software,2025-08-09,43.41,
TE020777,E370,marketing,rideshare,2026-05-20,40.64,
TE014159,E253,engineering,meals,2025-09-20,53.44,
TE004273,E076,g_and_a,rideshare,2026-06-05,20.28,
TE006639,E120,marketing,airfare,2026-01-29,651.95,economy
TE002859,E051,g_and_a,rideshare,2025-10-13,72.83,
TE003988,E071,sales,lodging,2025-11-20,406.27,
TE017917,E322,engineering,rideshare,2025-10-29,56.6,
TE000985,E017,customer_success,lodging,2025-10-31,186.62,
TE005669,E101,customer_success,meals,2025-12-29,30.07,
TE007650,E137,sales,meals,2025-07-23,60.34,
TE000060,E002,g_and_a,software,2025-07-24,169.91,
TE008097,E146,customer_success,meals,2025-10-01,45.7,
TE000530,E010,g_and_a,rideshare,2026-01-07,22.48,
TE000983,E017,customer_success,meals,2025-07-13,37.33,
TE007557,E135,sales,rideshare,2026-05-12,11.07,
TE018707,E338,customer_success,software,2026-05-28,205.41,
TE009144,E164,g_and_a,conference,2026-01-14,856.09,
TE000919,E016,engineering,conference,2026-03-25,1055.0,
TE005138,E091,marketing,lodging,2026-01-24,317.25,
TE016740,E300,sales,software,2025-10-02,80.04,
TE013240,E238,marketing,rideshare,2026-03-22,51.65,
TE017797,E320,marketing,rideshare,2025-11-02,64.31,
TE009186,E165,g_and_a,office_supplies,2026-06-07,58.64,
TE020792,E370,marketing,lodging,2025-12-07,439.12,
TE008386,E152,sales,lodging,2025-09-12,363.28,
TE017634,E318,customer_success,rideshare,2025-09-09,56.91,
TE019147,E346,marketing,rideshare,2026-01-12,35.02,
TE008745,E157,sales,airfare,2026-02-28,547.79,economy
TE010770,E191,sales,meals,2025-12-13,55.4,
TE005330,E095,marketing,lodging,2025-08-09,236.31,
TE016806,E301,engineering,meals,2026-03-09,31.91,
TE005334,E095,marketing,software,2026-01-31,207.35,
TE012705,E226,customer_success,rideshare,2026-04-17,58.84,
TE021056,E374,g_and_a,rideshare,2026-06-13,9.11,
TE011966,E214,g_and_a,rideshare,2025-08-08,59.26,
TE008246,E148,marketing,rideshare,2026-04-16,43.37,
TE006045,E108,marketing,lodging,2025-10-06,427.2,
TE007890,E142,customer_success,meals,2026-04-30,41.61,
TE014430,E258,sales,lodging,2025-07-06,196.41,
TE009226,E166,engineering,meals,2025-12-15,37.76,
TE007067,E128,customer_success,airfare,2025-07-16,360.75,economy
TE005113,E090,marketing,lodging,2026-03-31,206.79,
TE007392,E133,sales,software,2025-11-30,186.48,
TE002930,E052,g_and_a,office_supplies,2026-04-22,43.36,
TE003195,E056,sales,lodging,2026-04-16,477.85,
TE005342,E095,marketing,meals,2026-01-13,34.74,
TE019847,E356,marketing,lodging,2025-08-25,147.69,
TE010010,E178,engineering,lodging,2026-01-19,396.17,
TE012760,E228,g_and_a,meals,2025-08-25,18.39,
TE019790,E355,engineering,meals,2025-07-23,20.76,
TE015145,E271,g_and_a,lodging,2025-07-13,446.94,
TE005810,E104,engineering,meals,2026-04-29,59.47,
TE012904,E231,engineering,rideshare,2026-02-26,15.35,
TE009316,E168,customer_success,software,2026-01-31,28.61,
TE013898,E249,sales,office_supplies,2026-02-07,38.51,
TE000577,E011,marketing,software,2026-06-15,187.23,
TE007677,E138,engineering,airfare,2026-01-10,1396.25,economy
TE002011,E036,sales,office_supplies,2026-03-07,91.07,
TE015146,E271,g_and_a,lodging,2026-01-07,153.82,
TE017480,E315,marketing,rideshare,2025-08-03,76.26,
TE005102,E090,marketing,lodging,2026-06-25,413.77,
TE018979,E343,marketing,lodging,2026-01-15,379.21,
TE001786,E032,customer_success,lodging,2025-12-29,401.62,
TE007895,E142,customer_success,software,2026-01-27,105.5,
TE006876,E124,engineering,office_supplies,2025-07-17,85.41,
TE020101,E359,g_and_a,meals,2025-12-25,31.82,
TE019964,E358,marketing,meals,2025-07-02,40.52,
TE015896,E282,engineering,meals,2026-01-26,17.73,
TE006654,E120,marketing,meals,2025-07-13,63.96,
TE020064,E359,g_and_a,software,2025-11-18,209.1,
TE008192,E148,marketing,rideshare,2026-01-11,79.43,
TE019333,E348,engineering,lodging,2025-09-19,417.98,
TE002249,E041,sales,software,2026-04-27,178.78,
TE006432,E115,g_and_a,meals,2025-11-30,23.72,
TE010623,E189,marketing,office_supplies,2025-11-03,69.36,
TE018204,E327,customer_success,rideshare,2025-07-21,18.36,
TE018645,E336,customer_success,airfare,2026-01-25,750.93,economy
TE012445,E222,sales,rideshare,2026-03-30,86.95,
TE012948,E232,engineering,lodging,2026-05-31,247.4,
TE016862,E303,engineering,rideshare,2026-01-22,30.36,
TE020274,E362,g_and_a,meals,2026-06-22,41.18,
TE003954,E070,customer_success,meals,2026-04-19,46.74,
TE013286,E239,sales,meals,2025-11-30,54.57,
TE014534,E261,customer_success,lodging,2026-03-03,240.69,
TE017442,E314,customer_success,lodging,2026-05-23,141.93,
TE011737,E209,marketing,lodging,2026-05-28,303.79,
TE016949,E304,marketing,meals,2026-05-28,62.98,
TE017895,E321,g_and_a,rideshare,2026-01-15,35.17,
TE007357,E133,sales,software,2026-02-28,194.62,
TE007602,E136,g_and_a,meals,2026-01-17,24.92,
TE020632,E367,marketing,office_supplies,2026-06-09,101.62,
TE020136,E360,marketing,meals,2025-07-13,65.38,
TE017063,E305,customer_success,meals,2025-10-21,22.79,
TE020247,E361,marketing,meals,2025-07-28,50.33,
TE013439,E241,customer_success,lodging,2025-10-09,333.96,
TE001408,E024,g_and_a,office_supplies,2025-11-05,95.0,
TE004568,E083,g_and_a,meals,2025-08-11,18.01,
TE016648,E299,sales,airfare,2026-04-21,921.15,economy
TE014473,E259,sales,airfare,2026-02-16,1110.7,economy
TE020190,E361,marketing,meals,2026-01-13,74.82,
TE001213,E020,g_and_a,office_supplies,2025-08-27,93.01,
TE005059,E090,marketing,airfare,2026-03-06,575.54,economy
TE004734,E086,sales,airfare,2025-10-21,779.75,economy
TE020231,E361,marketing,rideshare,2026-04-10,10.49,
TE005953,E107,engineering,rideshare,2025-08-25,66.75,
TE013398,E241,customer_success,meals,2025-11-28,64.13,
TE016972,E304,marketing,lodging,2025-08-03,296.06,
TE004586,E083,g_and_a,software,2025-12-04,26.34,
TE003183,E056,sales,software,2025-07-12,35.55,
TE020287,E362,g_and_a,lodging,2026-05-30,208.03,
TE016350,E291,g_and_a,airfare,2025-07-09,1163.15,economy
TE007932,E143,engineering,airfare,2026-01-06,253.57,economy
TE001402,E024,g_and_a,rideshare,2026-03-10,8.07,
TE020511,E365,customer_success,meals,2025-08-04,47.17,
TE012622,E225,g_and_a,software,2026-06-19,52.27,
TE006801,E123,sales,meals,2026-04-02,37.54,
TE011248,E199,customer_success,lodging,2026-01-26,156.61,
TE016525,E296,customer_success,meals,2025-08-22,46.14,
TE004857,E087,sales,office_supplies,2025-11-29,91.51,
TE004423,E080,customer_success,rideshare,2026-02-23,62.6,
TE016148,E288,customer_success,meals,2026-04-02,35.17,
TE000739,E014,sales,software,2025-10-10,97.13,
TE020358,E363,g_and_a,lodging,2025-08-23,312.74,
TE019784,E355,engineering,meals,2026-05-15,23.81,
TE012523,E223,customer_success,rideshare,2026-06-10,69.25,
TE009350,E169,customer_success,airfare,2025-09-11,431.32,economy
TE019659,E353,g_and_a,airfare,2025-09-13,644.62,economy
TE017032,E305,customer_success,lodging,2025-11-07,423.98,
TE020734,E369,marketing,office_supplies,2025-07-16,115.92,
TE020930,E373,engineering,meals,2026-03-02,36.67,
TE018193,E326,engineering,meals,2025-11-05,24.74,
TE016743,E300,sales,lodging,2025-10-11,363.33,
TE016477,E294,customer_success,lodging,2025-12-10,230.05,
TE020686,E368,customer_success,office_supplies,2025-11-13,63.47,
TE019971,E358,marketing,meals,2026-03-23,37.6,
TE001456,E025,g_and_a,airfare,2026-06-06,232.38,economy
TE012120,E216,sales,meals,2026-02-17,69.92,
TE003532,E064,marketing,lodging,2026-04-13,143.23,
TE006169,E110,customer_success,lodging,2025-12-18,347.16,
TE005458,E098,marketing,meals,2026-06-16,24.92,
TE004826,E087,sales,meals,2026-04-04,17.28,
TE014829,E265,customer_success,meals,2026-01-11,53.81,
TE018626,E336,customer_success,meals,2025-07-03,34.91,
TE020821,E371,marketing,rideshare,2025-09-11,24.51,
TE007559,E135,sales,airfare,2025-11-05,507.3,economy
TE020833,E371,marketing,meals,2026-06-04,28.43,
TE020181,E360,marketing,office_supplies,2026-01-22,13.35,
TE005609,E101,customer_success,lodging,2025-08-23,403.81,
TE000151,E004,customer_success,meals,2025-10-28,38.09,
TE012625,E225,g_and_a,lodging,2026-06-14,427.48,
TE010830,E191,sales,office_supplies,2025-10-28,95.59,
TE007466,E134,engineering,conference,2025-10-08,365.45,
TE017992,E323,marketing,meals,2025-07-24,66.51,
TE011800,E210,marketing,meals,2025-08-24,27.08,
TE006969,E126,engineering,software,2026-03-13,45.71,
TE003803,E068,customer_success,meals,2025-09-04,23.44,
TE001204,E020,g_and_a,meals,2026-04-25,25.8,
TE011804,E210,marketing,airfare,2025-12-26,233.46,economy
TE007881,E141,sales,lodging,2025-11-08,384.53,
TE017968,E323,marketing,office_supplies,2026-02-11,118.69,
TE008650,E156,sales,meals,2025-10-01,72.21,
TE012813,E229,sales,meals,2026-01-13,18.55,
TE004183,E074,g_and_a,office_supplies,2025-07-03,94.66,
TE013946,E250,marketing,office_supplies,2026-03-27,32.19,
TE013845,E248,engineering,office_supplies,2026-04-21,44.51,
TE017053,E305,customer_success,meals,2026-05-21,42.09,
TE001211,E020,g_and_a,airfare,2026-01-14,1095.02,economy
TE005939,E106,engineering,lodging,2026-03-17,311.74,
TE008088,E146,customer_success,office_supplies,2026-04-29,77.72,
TE010530,E187,marketing,lodging,2025-07-17,330.49,
TE020291,E362,g_and_a,meals,2026-01-20,46.82,
TE003065,E053,engineering,airfare,2026-02-17,1324.86,economy
TE019807,E356,marketing,meals,2025-10-30,26.87,
TE015882,E282,engineering,lodging,2025-12-20,291.99,
TE014630,E262,engineering,meals,2026-04-24,61.89,
TE001693,E031,engineering,rideshare,2026-03-17,35.07,
TE004657,E084,engineering,airfare,2026-03-11,931.17,economy
TE009540,E172,g_and_a,meals,2026-05-07,73.74,
TE016708,E300,sales,meals,2026-05-10,30.04,
TE001624,E029,engineering,meals,2025-10-11,25.99,
TE006813,E123,sales,lodging,2026-03-17,156.28,
TE020519,E365,customer_success,airfare,2025-07-16,1116.02,economy
TE002615,E048,g_and_a,meals,2025-12-16,44.85,
TE001730,E031,engineering,conference,2026-05-20,607.73,
TE012556,E224,sales,airfare,2026-05-27,1363.72,economy
TE011987,E214,g_and_a,airfare,2025-07-15,1269.39,economy
TE001461,E026,sales,meals,2025-07-06,55.69,
TE007939,E143,engineering,office_supplies,2025-12-09,106.91,
TE013960,E250,marketing,software,2026-02-25,60.38,
TE013297,E240,engineering,office_supplies,2025-08-10,39.4,
TE021030,E374,g_and_a,rideshare,2025-08-15,78.6,
TE018074,E324,engineering,conference,2025-10-16,1055.29,
TE009720,E174,g_and_a,rideshare,2026-06-14,66.21,
TE001083,E018,engineering,meals,2026-04-25,56.52,
TE001633,E030,sales,software,2026-06-01,115.36,
TE005503,E099,g_and_a,office_supplies,2026-02-21,102.71,
TE016057,E285,g_and_a,rideshare,2025-11-19,59.19,
TE016595,E298,engineering,lodging,2026-03-30,190.57,
TE016320,E291,g_and_a,software,2026-04-08,171.63,
TE017715,E319,g_and_a,rideshare,2025-10-16,52.25,
TE001154,E020,g_and_a,airfare,2026-03-11,1015.52,economy
TE000963,E017,customer_success,meals,2025-10-04,36.32,
TE010634,E189,marketing,office_supplies,2026-06-19,5.49,
TE000741,E014,sales,rideshare,2025-10-05,27.09,
TE002323,E043,customer_success,airfare,2025-08-05,264.72,economy
TE016583,E297,g_and_a,meals,2026-03-01,27.92,
TE009738,E175,g_and_a,rideshare,2026-01-31,68.35,
TE016769,E301,engineering,software,2026-06-14,41.66,
TE000772,E015,engineering,conference,2025-11-18,1337.94,
TE016355,E291,g_and_a,lodging,2026-01-27,143.44,
TE012167,E217,customer_success,software,2025-12-18,141.13,
TE012067,E215,g_and_a,meals,2026-03-11,70.32,
TE009164,E165,g_and_a,meals,2025-10-19,24.76,
TE002641,E048,g_and_a,meals,2025-12-02,33.83,
TE017041,E305,customer_success,conference,2025-12-14,1201.29,
TE019777,E355,engineering,software,2025-09-05,196.1,
TE013419,E241,customer_success,software,2025-07-04,178.93,
TE003086,E054,engineering,meals,2026-06-12,70.24,
TE009225,E166,engineering,lodging,2025-09-13,373.28,
TE001470,E026,sales,office_supplies,2025-09-08,21.83,
TE018339,E330,customer_success,rideshare,2025-12-07,67.63,
TE003523,E064,marketing,airfare,2026-04-25,195.87,economy
TE012525,E223,customer_success,office_supplies,2026-05-23,66.2,
TE020260,E361,marketing,lodging,2026-04-01,433.8,
TE001118,E019,g_and_a,rideshare,2026-02-27,27.46,
TE002367,E044,engineering,rideshare,2025-11-24,36.77,
TE016946,E304,marketing,office_supplies,2025-09-14,47.87,
TE003438,E061,engineering,office_supplies,2026-03-08,57.49,
TE016405,E293,g_and_a,lodging,2026-04-17,167.04,
TE019247,E347,engineering,lodging,2025-07-13,176.66,
TE002913,E052,g_and_a,lodging,2026-02-15,413.42,
TE004174,E074,g_and_a,meals,2026-03-24,57.56,
TE007913,E143,engineering,conference,2026-04-29,1264.92,
TE018531,E334,g_and_a,meals,2026-03-21,24.85,
TE009795,E175,g_and_a,lodging,2025-08-25,442.21,
TE012816,E229,sales,rideshare,2025-07-15,81.94,
TE018144,E325,customer_success,airfare,2026-04-01,448.14,economy
TE001353,E023,engineering,rideshare,2026-02-23,73.5,
TE014996,E268,g_and_a,meals,2026-06-15,68.76,
TE008023,E144,g_and_a,rideshare,2025-10-01,47.12,
TE020578,E366,marketing,airfare,2025-10-20,1046.07,economy
TE012212,E218,g_and_a,rideshare,2025-09-28,23.14,
TE015714,E280,marketing,lodging,2026-02-25,335.02,
TE014053,E252,engineering,meals,2025-07-29,58.84,
TE006264,E112,sales,software,2026-01-12,110.93,
TE018300,E329,sales,meals,2025-11-06,57.58,
TE002790,E050,customer_success,rideshare,2026-04-18,37.67,
TE020961,E373,engineering,meals,2026-04-10,50.39,
TE006012,E107,engineering,rideshare,2026-04-08,75.88,
TE003549,E065,marketing,lodging,2025-07-04,296.94,
TE013643,E244,sales,meals,2026-03-31,47.9,
TE003544,E064,marketing,airfare,2025-12-09,593.98,economy
TE013454,E242,customer_success,airfare,2026-02-18,667.33,economy
TE019198,E347,engineering,rideshare,2026-04-19,72.69,
TE003938,E070,customer_success,rideshare,2025-12-20,19.7,
TE014290,E255,customer_success,meals,2025-09-28,16.88,
TE004689,E085,engineering,lodging,2026-02-16,400.8,
TE008299,E150,marketing,rideshare,2026-01-23,40.87,
TE006776,E122,engineering,rideshare,2025-08-08,48.19,
TE000229,E005,marketing,airfare,2025-07-04,1082.39,economy
TE012731,E227,g_and_a,office_supplies,2025-11-15,60.07,
TE020962,E373,engineering,meals,2025-09-20,60.9,
TE020800,E370,marketing,software,2026-04-19,197.29,
TE002480,E045,g_and_a,airfare,2026-06-23,1037.15,economy
TE013708,E245,sales,rideshare,2026-03-17,64.34,
TE008473,E154,marketing,rideshare,2025-11-04,82.42,
TE003044,E053,engineering,meals,2026-05-22,30.39,
TE006879,E124,engineering,lodging,2026-01-12,206.89,
TE003703,E067,customer_success,rideshare,2025-07-19,71.94,
TE008973,E162,marketing,rideshare,2025-08-27,14.98,
TE013852,E248,engineering,meals,2025-09-07,37.65,
TE009036,E163,sales,office_supplies,2025-12-14,31.91,
TE011480,E203,customer_success,meals,2025-12-05,41.56,
TE001824,E033,g_and_a,meals,2025-11-17,12.36,
TE004470,E080,customer_success,lodging,2026-03-22,283.87,
TE021360,E380,engineering,rideshare,2025-09-17,12.75,
TE014342,E256,g_and_a,meals,2025-08-07,13.77,
TE018887,E340,marketing,lodging,2026-05-05,395.55,
TE020557,E366,marketing,lodging,2025-07-18,235.5,
TE014605,E262,engineering,office_supplies,2026-01-24,5.41,
TE003225,E058,marketing,airfare,2026-04-08,1057.28,economy
TE011096,E197,g_and_a,lodging,2026-02-16,353.96,
TE015706,E279,marketing,rideshare,2025-09-10,69.1,
TE014428,E258,sales,lodging,2025-10-30,359.23,
TE020135,E360,marketing,airfare,2026-01-12,701.5,economy
TE003095,E054,engineering,meals,2026-03-21,42.74,
TE000846,E016,engineering,meals,2025-12-13,40.17,
TE011223,E199,customer_success,meals,2025-07-16,54.76,
TE000398,E008,customer_success,meals,2026-01-31,31.46,
TE017795,E320,marketing,airfare,2025-07-28,828.59,economy
TE012875,E231,engineering,meals,2025-10-29,44.5,
TE002167,E041,sales,meals,2026-02-06,30.66,
TE011372,E202,marketing,rideshare,2025-08-09,49.92,
TE018287,E329,sales,meals,2026-01-25,60.9,
TE018520,E334,g_and_a,meals,2026-02-19,32.96,
TE002843,E050,customer_success,meals,2026-02-11,29.21,
TE010454,E186,sales,software,2026-01-09,149.42,
TE002024,E037,sales,software,2025-10-20,127.99,
TE015468,E276,g_and_a,lodging,2025-12-24,301.73,
TE015764,E280,marketing,lodging,2025-11-09,435.14,
TE017884,E321,g_and_a,lodging,2026-05-17,350.97,
TE017709,E319,g_and_a,meals,2026-02-24,14.41,
TE011231,E199,customer_success,meals,2025-07-24,54.18,
TE002057,E038,sales,meals,2026-02-09,67.15,
TE005129,E091,marketing,office_supplies,2025-12-05,14.93,
TE011343,E202,marketing,lodging,2025-09-27,478.3,
TE014504,E260,marketing,rideshare,2026-05-05,79.24,
TE011314,E201,engineering,lodging,2026-03-13,293.85,
TE016228,E289,marketing,lodging,2025-07-21,186.53,
TE008282,E149,engineering,meals,2025-08-14,38.52,
TE016566,E297,g_and_a,office_supplies,2025-10-30,99.35,
TE014957,E268,g_and_a,airfare,2025-11-27,1055.18,economy
TE020763,E370,marketing,lodging,2025-08-19,367.51,
TE007799,E139,customer_success,meals,2025-09-19,29.68,
TE009877,E176,sales,airfare,2025-10-15,573.61,economy
TE007997,E144,g_and_a,office_supplies,2026-02-22,90.06,
TE011513,E204,marketing,airfare,2026-04-06,1204.68,economy
TE004811,E086,sales,lodging,2026-03-21,249.98,
TE005790,E104,engineering,rideshare,2026-06-09,8.46,
TE007869,E141,sales,airfare,2025-09-15,1175.74,economy
TE007769,E139,customer_success,lodging,2025-10-28,190.14,
TE021116,E376,g_and_a,rideshare,2026-05-06,19.32,
